areaCode,areaName,areaType,date,cumDeaths28DaysByDeathDate,hospitalCases,newCasesBySpecimenDate
E92000001,England,nation,2020-03-17,198.0,,680.0
E92000001,England,nation,2020-03-16,148.0,,543.0
E92000001,England,nation,2020-03-15,105.0,,396.0
E92000001,England,nation,2020-03-14,73.0,,315.0
E92000001,England,nation,2020-03-13,53.0,,392.0
E92000001,England,nation,2020-03-12,37.0,,415.0
E92000001,England,nation,2020-03-11,25.0,,351.0
E92000001,England,nation,2020-03-10,17.0,,228.0
E92000001,England,nation,2020-03-09,14.0,,125.0
E92000001,England,nation,2020-03-08,9.0,,50.0
E92000001,England,nation,2020-03-07,6.0,,55.0
E92000001,England,nation,2020-03-06,6.0,,73.0
E92000001,England,nation,2020-03-05,6.0,,46.0
E92000001,England,nation,2020-03-04,3.0,,49.0
E92000001,England,nation,2020-03-03,3.0,,54.0
E92000001,England,nation,2020-03-02,1.0,,38.0
E92000001,England,nation,2020-03-01,,,20.0
E92000001,England,nation,2020-02-29,,,5.0
E92000001,England,nation,2020-02-28,,,11.0
E92000001,England,nation,2020-02-27,,,7.0
E92000001,England,nation,2020-02-26,,,4.0
E92000001,England,nation,2020-02-25,,,5.0
E92000001,England,nation,2020-02-24,,,2.0
E92000001,England,nation,2020-02-23,,,1.0
E92000001,England,nation,2020-02-22,,,0.0
E92000001,England,nation,2020-02-21,,,1.0
E92000001,England,nation,2020-02-20,,,0.0
E92000001,England,nation,2020-02-19,,,0.0
E92000001,England,nation,2020-02-18,,,0.0
E92000001,England,nation,2020-02-17,,,0.0
E92000001,England,nation,2020-02-16,,,0.0
E92000001,England,nation,2020-02-15,,,0.0
E92000001,England,nation,2020-02-14,,,0.0
E92000001,England,nation,2020-02-13,,,0.0
E92000001,England,nation,2020-02-12,,,0.0
E92000001,England,nation,2020-02-11,,,1.0
E92000001,England,nation,2020-02-10,,,0.0
E92000001,England,nation,2020-02-09,,,1.0
E92000001,England,nation,2020-02-08,,,4.0
E92000001,England,nation,2020-02-07,,,0.0
E92000001,England,nation,2020-02-06,,,0.0
E92000001,England,nation,2020-02-05,,,1.0
E92000001,England,nation,2020-02-04,,,0.0
E92000001,England,nation,2020-02-03,,,0.0
E92000001,England,nation,2020-02-02,,,0.0
E92000001,England,nation,2020-02-01,,,0.0
E92000001,England,nation,2020-01-31,,,0.0
E92000001,England,nation,2020-01-30,,,2.0
